agency,locus,frame,stringency,demkt_intensity,demkt_sacrifice,precarity,collectivism,growth_endorse,community,symbolic,PA,CE,RIA,RSV,AD,PR,CS,SCB,BSE,SPS,CDC,VS,FRUG,MAT,CR,country,PA1,PA2,PA3,PA4,CE1,CE2,CE3,RIA1,RIA2,RIA3,RIA4,RSV1,RSV2,RSV3,AD1,AD2,AD3,AD4,PR1,PR2,PR3,PR4,CS1,CS2,CS3,CS4,SCB1,SCB2,SCB3,BSE1,BSE2,BSE3,BSE4,SPS1,SPS2,SPS3,CDC1,CDC2,CDC3,VS1,VS2,VS3,FRUG1,FRUG2,FRUG3,MAT1,MAT2,MAT3,CR1,CR2,CR3,PA_c,CE_c,RIA_c,RSV_c,AD_c,PR_c,CS_c,SCB_c,BSE_c,SPS_c,CDC_c,VS_c,FRUG_c,MAT_c,CR_c
0,1,0,0.9380062562679216,0.5,0.15,-0.685048167677623,-0.2056912787534581,0.7173512025622508,-0.15125789154525288,-1.0,-0.24471894155517757,-0.683109572816167,1.5717851202801802,-1.0039983089388935,2.008549924505818,1.6236275843092487,-1.25752524675845,0.02948839870256248,-0.7974664657052528,0.3499996029514755,-0.13948058074953817,-1.6791606973309559,-0.4055754299903099,1.7404926177138496,0.204922868607829,DE,3.0,2.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,1.0,2.0,1.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,6.0,2.0,2.0,3.0,4.0,4.0,4.0,6.0,5.0,4.0,5.0,4.0,5.0,-1.0236812602972207,-0.6701075922846301,0.25213565044308756,-1.6773479859898708,1.2830483117286788,1.0372533652130096,-2.2811925703400298,0.0020673815034734882,-1.0365790811307416,-0.6781713514518238,1.0293838025769257,-1.6942882198880331,-0.0052861147078600845,1.003970037354517,0.672678460683673
1,0,0,0.9321370617423902,0.85,0.15,-0.009638029936979875,-0.8202165483918431,-0.9923002728267433,-0.516838228936203,-1.0,1.4197588698616457,-0.42667657346471444,3.446001204020693,0.0475491002253412,0.8460823901815699,1.025752784703219,0.6932835762201524,0.0870827547458417,0.17477193274915942,1.1893700970416834,-0.6413043423317838,0.8852778485919113,-0.20002875410169235,0.00433307628250721,1.487806977619359,DE,5.0,4.0,3.0,6.0,4.0,3.0,2.0,5.0,5.0,5.0,6.0,3.0,3.0,4.0,5.0,3.0,4.0,6.0,5.0,6.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,6.0,6.0,6.0,0.5118406301486104,-1.0070567273114714,1.261308985549879,-0.6670241896852677,0.514372338651088,1.2966883166497478,-0.004900351304867399,0.0020673815034734882,-0.26216980651166616,0.6668229619326423,0.006393688214763604,1.0135266402152037,-0.34359745601092484,-0.33159600693334657,2.015517558742158
0,1,1,0.17953761092715204,0.15,0.5,-0.5385953343886575,0.9752215917867804,1.9291699579223447,-0.6087120458287198,1.0,0.991405968189318,0.6306158387225264,2.2613648774801907,1.1721317680225858,0.5054366103929001,-0.21924070051078703,0.9511815272324202,-0.466399899852436,1.5574713909690916,0.20643175472783198,1.331937962607834,-0.5809692381095448,0.3656964976313314,0.7969852853652737,-0.07343520361669562,DE,6.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,6.0,4.0,5.0,6.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,6.0,5.0,6.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,6.0,6.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,6.0,1.0236812602972207,-0.3331584572577892,1.0090156517731812,1.0168488041557373,0.0019216899326940501,-0.51935634340742,1.006785079377427,-0.6594946996080803,1.0285123178534596,-0.34192277310570757,1.7113772121517008,-1.3558113623751287,0.3330252265952042,1.003970037354517,1.008388235198294
1,1,1,0.2690190082478044,0.15,0.85,1.0502233783094614,0.3984902615880181,-1.5252796737535474,-0.21185463306783608,1.0,0.27627340049133464,0.49289535012770286,1.5607859178408905,1.594117965112558,0.154508055626151,0.157728870684276,1.1605420937081772,-0.26884832278149323,0.8690465007815532,2.033123049341845,0.482013018760059,0.3762679019383469,0.23400741682016143,0.22316961345404032,0.42161212696463,DE,4.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,6.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,3.0,6.0,-0.2559203150743052,0.340739812795893,-1.5139176859937975,0.34329960661933495,0.0019216899326940501,0.5183834623395331,0.7538637217068533,0.0020673815034734882,1.2866487427264848,1.6755686969709918,0.6883870977895387,0.33657292518939413,-0.0052861147078600845,0.6700785262825515,0.672678460683673
0,0,0,0.8454065075403682,0.5,0.85,0.10024383681733018,0.39029011897279703,-0.844720663422419,-0.43570435810271996,-1.0,-0.7797728141147862,-0.033645357230365325,2.1786381337697316,-0.42706685684840756,3.046014291648313,-0.19839502407785514,0.745030221298863,1.2651521497855631,1.035066681005643,0.845494962058857,-0.36552140402847644,-0.1560926853768718,-1.326218262574873,-0.3834328824178471,-1.598075910380991,DE,3.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,6.0,7.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,-2.0473625205944415,-0.3331584572577892,0.5044289842197854,-0.6670241896852677,1.7954989604470728,-0.2599213919706817,-0.257821708975441,0.33284842205925014,0.7703758929804345,0.33057438358652524,-0.3346030165726239,-0.34038078983641495,-1.020220138617054,-0.33159600693334657,-2.3487095099479194
0,1,1,0.5710089377031778,0.5,0.15,1.514647139956966,-0.2072341283932732,-0.23857849554801233,-0.3910041443310777,1.0,1.1705312432134671,1.4897157052398455,2.045184053345376,1.6976420354284163,1.0876695286415416,1.5496936968092254,1.5167006129425542,0.7583984471978712,-0.735647303276233,2.489008103403929,0.48841003032875585,2.124548583537077,1.1408181820214156,-1.6208269029244269,1.7179454410238701,DE,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,6.0,4.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,5.0,7.0,6.0,5.0,6.0,2.0,2.0,4.0,6.0,7.0,6.0,0.7677609452229155,1.0146380828495756,0.5044289842197854,0.34329960661933495,0.514372338651088,1.2966883166497478,1.5126277947185742,0.9944105031708043,-1.294715506003767,2.011817275317108,0.6883870977895387,2.0289572127539177,1.6862705918074634,-1.3332705401492442,2.351227333256779
1,1,0,0.7945457108291445,0.85,0.5,0.7840777919732486,0.3155345321571836,-1.9404873058909988,-0.07865803378470249,1.0,1.3298774510517526,1.1903125258916927,2.863431805899804,2.577693685510365,3.204784074200343,2.173228807227309,1.193606988068551,-0.05278047572313643,0.11039091206157425,-0.8150816042371685,1.777100383952116,0.5416446609226665,-1.6050771772875503,-0.780486059607365,1.2156586549433361,DE,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,7.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,2.0,2.0,1.0,5.0,5.0,6.0,5.0,2.0,6.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,-0.2559203150743052,0.6776889478227347,0.7567223179964833,2.0271726004603403,1.5392736360878758,2.0749931709599627,0.24802100636570618,-0.6594946996080803,0.25410304323438415,-2.3594142431824063,1.3703805073643127,0.33657292518939413,-1.3585314799201187,-0.6654875180053121,1.008388235198294
0,1,1,0.6993077679383002,0.85,0.5,-0.9408064406083284,-0.0040421482739183,0.3143697459419902,-0.24806065045435477,1.0,2.574366748819884,0.391664849574013,3.7345102962114134,1.7135753667682616,-0.2055507032178476,-1.0975897343235048,2.642331157295895,2.39872874343614,1.4139476310926749,1.1512287521353826,-0.36615374942818574,1.0876903006369394,-0.23672000863785847,-0.4278504162760537,-1.0369130589944577,DE,6.0,6.0,6.0,7.0,3.0,4.0,2.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,6.0,4.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,6.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.3032828356687465,-1.0070567273114714,2.0181889868799727,0.6800742053875366,0.0019216899326940501,-1.0382262462808964,1.006785079377427,2.3175346653939117,1.54478516759951,1.0030715402787587,0.3473903930021507,1.6904803552410133,-0.0052861147078600845,-0.33159600693334657,-0.6701606373748125
1,1,1,0.5490786357573747,0.15,0.15,-1.119284665919634,0.12258079941675393,-0.4544189156313966,-0.6698694443118101,-1.0,0.7168633978726602,1.171866011261236,3.3444379598055507,0.04302195839112011,-1.4776924194686032,0.05147562137593431,0.5893485260078305,-0.2968163280300695,0.4195381708437108,1.3010558205239926,-1.0519249326979692,-0.9940935112254919,-1.0358010320676179,0.26031201629323864,-1.3863740686828696,DE,5.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0236812602972207,0.6776889478227347,1.261308985549879,-1.003798788453469,-1.2792049318632908,-0.51935634340742,-1.0165857819871618,0.0020673815034734882,-0.26216980651166616,1.0030715402787587,-0.675599721360011,-1.6942882198880331,-1.3585314799201187,0.002295504138619457,-2.012999735433298
0,1,0,0.5102300764908837,0.85,0.5,-0.8126908897511698,-3.071927088868945,0.7378644871243254,0.14343645415595843,1.0,-1.087544504893976,1.2721238908999783,2.1022830412451627,1.6544110472595197,2.104844827986385,0.15613889367577016,1.3662093808925708,1.5135178548452433,0.6616799665114542,1.028736447890389,-0.8611365159752824,0.5267135885798936,-0.7190189568029715,-1.6873773452309244,0.20994450428349531,DE,3.0,2.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,-2.0473625205944415,0.6776889478227347,0.25213565044308756,0.6800742053875366,0.514372338651088,-0.51935634340742,1.2597064370480004,0.9944105031708043,1.0285123178534596,0.33057438358652524,0.006393688214763604,0.6750497827022994,-1.020220138617054,-1.3332705401492442,0.0012589116544300268
1,1,1,0.785939056144855,0.85,0.5,-0.7110485646644014,-0.7968142972271559,-1.0409906976224346,1.6590920161705385,-1.0,1.2888425699508788,1.2253774121898802,3.185589853891478,0.6844429489112276,-0.83938601496913,0.9192643040321191,0.5958409570834415,0.04884916513101489,0.08349168238805982,-0.4122008378693517,0.36047333626010647,-0.7353369951998397,0.5481604645183447,0.9193231754448328,0.9807950691888864,DE,5.0,5.0,6.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,6.0,1.2796015753715257,0.340739812795893,1.7658956531032746,0.6800742053875366,-1.5354302562224877,-0.2599213919706817,-0.5107430666460145,-0.6594946996080803,-1.0365790811307416,-0.34192277310570757,0.6883870977895387,-0.34038078983641495,-0.34359745601092484,0.336187015210585,0.672678460683673
0,0,1,0.4256924080122904,0.5,0.5,0.49385177156691085,0.08414308670446652,-0.9195157231499117,0.166053375157159,-1.0,0.1039745181931672,-0.6416052607825351,2.471201417589845,-0.027902395748233055,-0.21094967651145613,-0.35352573351948025,0.6323505941767861,0.4275425287270529,0.675239284484543,1.0066864351434395,-1.188870092065355,-0.7912553754581334,1.6006141678716972,-0.4106962425456281,-0.1120360845711644,DE,3.0,5.0,4.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,0.2559203150743052,-0.6701075922846301,0.5044289842197854,0.006525007851134241,-0.25430363442650294,-1.557096149154373,-0.004900351304867399,-0.3287136590523036,0.25410304323438415,0.6668229619326423,-0.675599721360011,-0.6788576473493192,1.347959250504398,0.002295504138619457,0.0012589116544300268
0,0,0,0.07810742374098568,0.15,0.85,-0.0778990928661707,1.001452461633316,0.7363826302005212,0.32272558082364305,-1.0,0.01887244398273724,0.7083139048528379,1.5755569098214255,-0.2267364824214606,0.34197130922650265,0.11592934620245975,0.8642446063151026,0.5907469716308791,0.8059301746499965,0.605413039368476,0.45929494339957505,1.6020888008964984,-0.7485527693340897,0.3882290554953012,-1.2206059295067524,DE,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,4.0,6.0,3.0,5.0,5.0,6.0,5.0,6.0,4.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,0.0,0.340739812795893,-0.00015768333361029275,-0.6670241896852677,0.0019216899326940501,-0.00048644053394344185,0.5009423640362798,0.6636294626150276,1.0285123178534596,0.33057438358652524,1.3703805073643127,1.0135266402152037,-1.3585314799201187,-0.33159600693334657,-0.6701606373748125
0,0,0,0.3881353594085268,0.15,0.5,0.04184258391071005,0.5167964432376397,0.8699575410630825,0.20378402885267252,1.0,-1.1009665584630925,0.4699037649154842,1.5941802409813979,2.089735702329203,0.2444120674549745,0.3526897458352576,1.3471071150659304,0.2059227006398594,0.7919930031549847,0.21715938239134355,-0.7232576738226388,0.5125456230957713,-0.9331283357033193,-0.6404850758654544,-0.20400009823465548,DE,2.0,3.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,6.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,-2.0473625205944415,0.6776889478227347,-0.00015768333361029275,1.0168488041557373,0.514372338651088,-0.00048644053394344185,0.7538637217068533,-0.3287136590523036,-0.0040333816386410185,0.33057438358652524,-0.675599721360011,1.0135266402152037,-1.3585314799201187,-1.3332705401492442,0.672678460683673
0,0,1,0.0842014172888689,0.85,0.15,-0.7284495881234171,-0.7842975778882841,0.19778947523783602,0.7397643790130644,1.0,0.04407910588643826,0.23761236820963455,1.5668017003252905,0.05508762493738972,-1.5465752359221803,-1.794851163872837,1.8142798427110145,1.2490118906630792,1.3252079506502081,-0.21913285808063254,-1.978544077919768,1.0588626360048874,1.105314434739548,-0.3211892584784718,2.000810946614619,DE,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,5.0,6.0,7.0,4.0,6.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,0.2559203150743052,0.003790677769052107,-0.25245101711030815,0.006525007851134241,-2.3041062293000785,-2.07596605202785,1.5126277947185742,1.3251915437265809,0.7703758929804345,-0.34192277310570757,-2.0395865405095606,0.33657292518939413,1.0096479092013337,-0.6654875180053121,2.015517558742158
1,0,0,0.5320463510239322,0.5,0.85,-1.407553089026151,0.22535370813222083,-1.0953861994504732,0.5974120160357597,1.0,0.5472665636404515,1.14045498366237,1.6333458371554248,0.8553760364137154,0.4193476193896536,1.4043954775673153,0.8803517977820695,1.5682863638385833,-0.48954976139485834,0.6259231712058655,-0.29854033849980494,0.7617609469808325,-2.6612877618594317,-1.2587194484569362,1.7754496547012268,DE,5.0,4.0,4.0,4.0,6.0,4.0,6.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,3.0,3.0,1.0,3.0,6.0,5.0,4.0,5.0,3.0,4.0,4.0,6.0,5.0,3.0,1.0,1.0,2.0,3.0,2.0,5.0,4.0,7.0,0.2559203150743052,1.3515872178764166,-0.25245101711030815,-0.6670241896852677,0.770597663010285,0.7778184137762714,0.5009423640362798,1.3251915437265809,-1.552851930876792,1.0030715402787587,0.006393688214763604,1.0135266402152037,-2.373465503829312,-1.6671620512212098,1.344098009712915
1,1,0,0.6807664088814835,0.15,0.15,-0.8783653289952775,0.31816940459027837,2.2624982616030835,1.323094119429602,-1.0,1.3731840929844168,2.331727593427605,1.9566277041415991,0.3282961214743869,0.5266320721066639,-0.2226963277506992,0.789425144400312,0.14726548123802402,1.0226038704875997,-0.3785941085358699,-0.6635000691268657,-0.83359440043223,-0.06489864866325626,0.6246074680943152,2.161395333071836,DE,5.0,6.0,5.0,4.0,7.0,6.0,7.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,1.0236812602972207,2.6993837579837816,-0.00015768333361029275,0.006525007851134241,0.0019216899326940501,-0.2599213919706817,0.5009423640362798,0.0020673815034734882,-0.0040333816386410185,-0.6781713514518238,0.3473903930021507,-0.34038078983641495,0.6713365678982695,0.336187015210585,2.015517558742158
0,1,1,0.34880765369135164,0.85,0.15,-1.0376744965491147,-0.6742137872234288,0.7793061098894973,1.0433238095643944,-1.0,-1.2400864117149912,-0.18337921950716207,1.3863436380247327,-0.21518333986742877,-0.43714388927445236,-0.004955022889861882,0.38262230858078683,1.086620109358925,0.44594154792379365,0.7942317774223379,-0.5460681963121401,0.6220813874259548,0.5685345469612807,1.9351531420001475,-0.41815700644020765,DE,2.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,2.0,-2.3032828356687465,-0.3331584572577892,-0.25245101711030815,-0.3302495909170669,-0.5105289587856999,-0.2599213919706817,-0.7636644243165882,0.6636294626150276,1.54478516759951,-0.34192277310570757,-1.0165964261473985,-0.34038078983641495,0.6713365678982695,1.3378615484264826,-0.6701606373748125
0,1,0,0.8005955583675542,0.5,0.15,0.8083927545478474,-0.7177677210327046,0.4112136073305628,-0.25540401687207087,1.0,0.8402854979911922,0.7451269114265067,2.271641844110614,0.6992381236169082,2.973593147659864,2.826926955886602,0.532337796633032,-0.25729080051588604,0.37000139981160085,-1.0371916366342244,1.144358508916072,-0.9955680305383793,-0.3547778060056723,0.155514254289194,1.1964088014178902,DE,5.0,4.0,5.0,5.0,6.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,6.0,5.0,7.0,7.0,6.0,6.0,5.0,6.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,7.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,0.7677609452229155,0.6776889478227347,-0.25245101711030815,0.006525007851134241,2.3079496091654668,1.8155582195232245,0.24802100636570618,-0.6594946996080803,-0.0040333816386410185,-1.0144199297979404,1.3703805073643127,-0.0019039323235101606,-1.020220138617054,0.336187015210585,0.672678460683673
1,0,0,0.1072513195254034,0.15,0.15,0.0035264415550617656,-0.6415710680943608,-0.572079495357946,1.2159571668114226,-1.0,1.1306099954916808,-0.18285408714079254,1.6092889204787943,1.123328795568878,-0.000754207732092449,0.44979351688617286,0.004349864907147449,0.7592869159442889,-0.6851447720913618,-0.23431141453558144,-0.9739506777427595,-0.7332856969825363,-1.684320365263419,0.7792485553477065,-0.9962004679839408,DE,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,1.0,4.0,5.0,1.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,0.0,-0.6701075922846301,-0.25245101711030815,0.006525007851134241,0.258147014291891,0.5183834623395331,-0.7636644243165882,0.6636294626150276,-1.0365790811307416,-0.34192277310570757,-0.675599721360011,-0.6788576473493192,-1.696842821223183,0.6700785262825515,-0.6701606373748125
1,1,0,0.8483485666219354,0.85,0.5,1.3723235340458237,-0.1736904271392644,0.8808672112346742,-1.5782749921375534,1.0,-1.4041216238577916,0.008491981465012371,0.42942292293327156,-0.2537142227120659,1.5418674652458193,0.9197609725228804,-0.1060282462130453,-0.23645387021393174,-0.43517570486168555,0.6244027375527951,0.2792356315241775,-0.16793080722296022,-0.5068982640370354,-1.1043496119961345,-1.6200859757960668,DE,2.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,-2.0473625205944415,-0.6701075922846301,-2.018504353547193,-1.34057338722167,0.514372338651088,1.2966883166497478,-0.7636644243165882,-0.3287136590523036,-1.294715506003767,0.6668229619326423,0.006393688214763604,-0.0019039323235101606,-0.34359745601092484,-0.9993790290772782,-1.005870411889434
1,0,1,0.2027959358413568,0.5,0.5,-0.39904218452347884,-1.0510168740155033,-0.8823637873960856,0.1330682014175685,-1.0,0.4007875961961622,1.7222871566924434,1.5129631908543546,-0.7767879155149873,-1.4917938150070322,-1.7616527025962776,1.485731410527404,0.9621444049852961,0.6357633114070351,1.3674007508740285,0.7299474803194599,0.8274261168621349,0.2358827474654112,-0.9128588195363629,-0.0355634346903676,DE,4.0,3.0,3.0,4.0,4.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,7.0,5.0,5.0,6.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,-0.5118406301486104,1.3515872178764166,0.25213565044308756,-1.003798788453469,-1.2792049318632908,-1.8165311005911113,1.2597064370480004,0.33284842205925014,0.5122394681074093,1.0030715402787587,1.7113772121517008,1.352003497728108,-0.34359745601092484,-0.6654875180053121,0.672678460683673
1,1,1,0.6173856858390228,0.85,0.85,0.5217483061722283,-0.7936825870742925,0.07771318935019084,-0.2924802206551572,1.0,0.3042978483766011,-0.11668528223160379,2.6192961415882827,1.761530636657164,0.3895132233709413,0.43983641659925066,1.217960456659139,-0.11896213714301218,1.8252540882452681,0.7103748957615542,-0.267306263657238,0.42360943435827636,-0.5471368579623046,1.135186802539819,-0.5718885558888137,DE,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,2.0,3.0,2.0,-0.7677609452229155,-0.6701075922846301,1.0090156517731812,1.353623402923938,-0.7667542831448969,-0.00048644053394344185,-0.257821708975441,-0.3287136590523036,0.7703758929804345,-0.6781713514518238,-0.3346030165726239,-0.0019039323235101606,-0.0052861147078600845,1.003970037354517,-1.6772899609186764
0,0,0,0.09807800184912557,0.85,0.85,-1.0730224237164716,0.5316618035173775,0.5628249260492588,-0.5539271507792674,1.0,0.7264704467715511,-0.5339321769880201,-0.3764349740230979,0.9326936193414134,1.0506545917723593,-0.16723767206628126,-0.5688207401182066,0.7695887560068531,-0.13005609457459466,0.14419945591121647,-0.27542189069154305,-1.4933430056009511,-1.589279619245771,0.22109952643715441,1.1602417333764306,DE,4.0,5.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,0.2559203150743052,-1.3440058623383127,-2.270797687323891,0.34329960661933495,0.258147014291891,-1.0382262462808964,-1.2695071396577353,0.33284842205925014,-0.0040333816386410185,-0.0056741947595909305,0.006393688214763604,-0.6788576473493192,-2.373465503829312,0.002295504138619457,1.008388235198294
